Timestamp,CPU_Usage(%),Memory_Usage(%),Memory_Used(GB),GPU_Usage(%),GPU_Memory_Used(MB),GPU_Temp(C),CPU_Temp(C),FPS,Frame_Count,Latency(ms)
2025-11-12 19:09:47,61.5,25.1,6.47,41.3,0.0,44.78,0.0,0.0,0,0.0
2025-11-12 19:09:52,61.8,25.1,6.46,52.0,0.0,44.78,0.0,0.0,0,0.0
2025-11-12 19:09:57,60.8,25.1,6.45,46.7,0.0,44.94,0.0,0.0,0,0.0
2025-11-12 19:10:02,59.5,25.2,6.48,27.7,0.0,45.31,0.0,0.0,0,0.0
2025-11-12 19:10:08,60.3,25.1,6.47,53.3,0.0,45.19,0.0,0.0,0,0.0
2025-11-12 19:10:14,59.3,25.2,6.48,59.0,0.0,44.94,0.0,0.0,0,0.0
2025-11-12 19:10:19,64.6,25.2,6.48,27.1,0.0,45.0,0.0,0.0,0,0.0
2025-11-12 19:10:24,54.4,25.1,6.47,35.9,0.0,45.03,0.0,0.0,0,0.0
2025-11-12 19:10:29,54.8,25.1,6.47,44.2,0.0,45.38,0.0,0.0,0,0.0
2025-11-12 19:10:34,61.5,25.2,6.48,55.9,0.0,44.94,0.0,0.0,0,0.0
2025-11-12 19:10:39,58.7,25.1,6.47,43.3,0.0,45.0,0.0,0.0,0,0.0
2025-11-12 19:10:44,60.5,25.1,6.47,10.1,0.0,45.16,0.0,0.0,0,0.0
2025-11-12 19:10:50,70.9,25.2,6.48,36.6,0.0,45.38,0.0,0.0,0,0.0
2025-11-12 19:10:56,60.8,25.2,6.48,28.1,0.0,44.97,0.0,0.0,0,0.0
2025-11-12 19:11:02,66.3,25.2,6.49,48.3,0.0,45.31,0.0,0.0,0,0.0
2025-11-12 19:11:07,62.2,25.2,6.49,41.2,0.0,45.31,0.0,0.0,0,0.0
2025-11-12 19:11:12,86.8,25.2,6.48,11.3,0.0,45.12,0.0,0.0,0,0.0
2025-11-12 19:11:17,76.6,25.2,6.49,42.5,0.0,45.66,0.0,0.0,0,0.0
2025-11-12 19:11:23,87.3,25.2,6.49,5.1,0.0,45.31,0.0,0.0,0,0.0
2025-11-12 19:11:29,61.0,25.2,6.5,19.4,0.0,45.06,0.0,0.0,0,0.0
2025-11-12 19:11:34,66.3,25.2,6.49,0.0,0.0,45.16,0.0,0.0,0,0.0
2025-11-12 19:11:39,64.6,25.2,6.49,0.0,0.0,45.28,0.0,0.0,0,0.0
2025-11-12 19:11:44,63.6,25.2,6.49,20.0,0.0,45.19,0.0,0.0,0,0.0
2025-11-12 19:11:50,64.3,25.2,6.49,29.7,0.0,45.56,0.0,0.0,0,0.0
2025-11-12 19:11:56,63.3,25.2,6.49,30.1,0.0,45.72,0.0,0.0,0,0.0
2025-11-12 19:12:01,74.0,25.2,6.5,55.5,0.0,45.25,0.0,0.0,0,0.0
2025-11-12 19:12:06,79.5,25.2,6.5,30.9,0.0,45.75,0.0,0.0,0,0.0
2025-11-12 19:12:11,72.5,25.3,6.51,51.7,0.0,45.56,0.0,0.0,0,0.0
2025-11-12 19:12:17,59.5,25.3,6.5,55.0,0.0,45.28,0.0,0.0,0,0.0
2025-11-12 19:12:22,63.3,25.2,6.5,37.5,0.0,45.62,0.0,0.0,0,0.0
2025-11-12 19:12:27,57.7,25.3,6.5,55.0,0.0,45.44,0.0,0.0,0,0.0
2025-11-12 19:12:32,65.4,25.3,6.51,51.8,0.0,45.44,0.0,0.0,0,0.0
2025-11-12 19:12:38,59.5,25.3,6.5,42.8,0.0,45.38,0.0,0.0,0,0.0
2025-11-12 19:12:44,67.1,25.2,6.5,53.5,0.0,45.38,0.0,0.0,0,0.0
2025-11-12 19:12:50,63.0,25.2,6.5,34.2,0.0,45.66,0.0,0.0,0,0.0
2025-11-12 19:12:55,62.5,25.3,6.51,42.4,0.0,45.34,0.0,0.0,0,0.0
2025-11-12 19:13:00,61.3,25.3,6.52,6.8,0.0,45.78,0.0,0.0,0,0.0
2025-11-12 19:13:05,55.8,25.3,6.51,47.0,0.0,45.44,0.0,0.0,0,0.0
2025-11-12 19:13:11,68.2,25.3,6.51,35.0,0.0,45.47,0.0,0.0,0,0.0
2025-11-12 19:13:16,65.4,25.3,6.52,30.5,0.0,45.5,0.0,0.0,0,0.0
2025-11-12 19:13:21,56.4,25.3,6.52,8.9,0.0,45.47,0.0,0.0,0,0.0
2025-11-12 19:13:26,64.6,25.3,6.53,1.9,0.0,45.5,0.0,0.0,0,0.0
2025-11-12 19:13:32,63.6,25.3,6.52,1.9,0.0,45.62,0.0,0.0,0,0.0
2025-11-12 19:13:37,56.4,25.3,6.53,39.1,0.0,45.72,0.0,0.0,0,0.0
2025-11-12 19:13:42,60.5,25.3,6.53,21.5,0.0,45.66,0.0,0.0,0,0.0
2025-11-12 19:13:47,59.5,25.4,6.54,7.5,0.0,45.59,0.0,0.0,0,0.0
2025-11-12 19:13:53,59.8,25.4,6.53,14.2,0.0,45.84,0.0,0.0,0,0.0
2025-11-12 19:13:59,60.2,25.3,6.51,24.3,0.0,45.5,0.0,0.0,0,0.0
2025-11-12 19:14:05,57.9,25.3,6.51,0.0,0.0,45.84,0.0,0.0,0,0.0
2025-11-12 19:14:10,71.3,25.3,6.5,44.2,0.0,45.94,0.0,0.0,0,0.0
2025-11-12 19:14:15,79.0,25.3,6.5,22.8,0.0,45.53,0.0,0.0,0,0.0
2025-11-12 19:14:20,57.0,25.3,6.51,4.5,0.0,45.69,0.0,0.0,0,0.0
2025-11-12 19:14:25,65.4,25.3,6.51,27.2,0.0,45.47,0.0,0.0,0,0.0
2025-11-12 19:14:30,59.0,25.3,6.5,22.7,0.0,45.62,0.0,0.0,0,0.0
2025-11-12 19:14:35,65.9,25.3,6.52,17.7,0.0,45.88,0.0,0.0,0,0.0
2025-11-12 19:14:41,62.7,25.3,6.52,9.9,0.0,45.47,0.0,0.0,0,0.0
2025-11-12 19:14:47,88.5,25.4,6.55,51.7,0.0,45.78,0.0,0.0,0,0.0
2025-11-12 19:14:52,56.4,23.6,6.53,0.0,0.0,45.75,0.0,0.0,0,0.0
